node_id,node_type,label,avg_rpi,n_paket,degree_cent,in_degree,pagerank,risk_influence,betweenness,cluster_id
L::Kota Tidore Kepulauan,lembaga,Kota Tidore Kepulauan,19.9,1686,0.0016,0.0,0.001795,0.000357,0.0,0
L::Kab. Sidenreng Rappang,lembaga,Kab. Sidenreng Rappang,15.26,4586,0.0029,0.0,0.004884,0.000745,0.0,0
L::Kota Bau Bau,lembaga,Kota Bau Bau,22.33,2525,0.0023,0.0,0.002689,0.0006,0.0,0
L::Kab. Bengkayang,lembaga,Kab. Bengkayang,14.65,2947,0.0018,0.0,0.003138,0.00046,0.0,0
L::Kab. Kaur,lembaga,Kab. Kaur,10.23,2476,0.0017,0.0,0.002637,0.00027,0.0,1
L::Kab. Pacitan,lembaga,Kab. Pacitan,14.56,5292,0.002,0.0,0.005635,0.000821,0.0,0
L::Kab. Kepulauan Anambas,lembaga,Kab. Kepulauan Anambas,22.2,2451,0.0015,0.0,0.00261,0.000579,0.0,0
L::Kab. Serdang Bedagai,lembaga,Kab. Serdang Bedagai,13.87,2305,0.0018,0.0,0.002455,0.00034,0.0,0
L::Kab. Bone Bolango,lembaga,Kab. Bone Bolango,27.58,2155,0.0022,0.0,0.002295,0.000633,0.0,1
L::Kab. Banggai,lembaga,Kab. Banggai,16.24,6525,0.0038,0.0,0.006948,0.001128,0.0,0
L::Kab. Musi Rawas,lembaga,Kab. Musi Rawas,27.53,1899,0.0017,0.0,0.002022,0.000557,0.0,0
L::Kab. Mimika,lembaga,Kab. Mimika,32.99,8859,0.0023,0.0,0.009434,0.003112,0.0,0
L::Kab. Muaro Jambi,lembaga,Kab. Muaro Jambi,24.92,1461,0.0011,0.0,0.001556,0.000388,0.0,0
L::Kab. Seruyan,lembaga,Kab. Seruyan,29.71,1627,0.0008,0.0,0.001733,0.000515,0.0,0
L::Kab. Kapuas,lembaga,Kab. Kapuas,23.22,1196,0.0014,0.0,0.001274,0.000296,0.0,0
L::Kab. Sekadau,lembaga,Kab. Sekadau,13.89,4309,0.0014,0.0,0.004589,0.000637,0.0,0
L::Kab. Kepahiang,lembaga,Kab. Kepahiang,18.99,1260,0.0009,0.0,0.001342,0.000255,0.0,0
L::Provinsi Papua Barat,lembaga,Provinsi Papua Barat,33.03,3106,0.0012,0.0,0.003308,0.001092,0.0,0
L::Kab. Wajo,lembaga,Kab. Wajo,11.61,1538,0.0018,0.0,0.001638,0.00019,0.0,0
L::Kab. Pesawaran,lembaga,Kab. Pesawaran,24.7,3130,0.0017,0.0,0.003333,0.000823,0.0,0
L::Kab. Toba,lembaga,Kab. Toba,25.35,3983,0.0021,0.0,0.004241,0.001075,0.0,0
L::Kab. Lampung Utara,lembaga,Kab. Lampung Utara,12.33,6499,0.0028,0.0,0.006921,0.000853,0.0,0
L::Kota Bandar Lampung,lembaga,Kota Bandar Lampung,11.19,4442,0.0016,0.0,0.00473,0.000529,0.0,0
L::Provinsi Nusa Tenggara Timur,lembaga,Provinsi Nusa Tenggara Timur,21.76,12785,0.0037,0.0,0.013615,0.002963,0.0,0
L::Kab. Kepulauan Mentawai,lembaga,Kab. Kepulauan Mentawai,29.44,1888,0.0016,0.0,0.002011,0.000592,0.0,0
L::Kab. Minahasa Tenggara,lembaga,Kab. Minahasa Tenggara,17.27,3780,0.0023,0.0,0.004025,0.000695,0.0,0
L::Kab. Buton Selatan,lembaga,Kab. Buton Selatan,12.5,1134,0.0012,0.0,0.001208,0.000151,0.0,1
